id,content,label,processed_content
604354747357859842,florida couple arrested for selling fake real estate on the moon #wtf15 ?????? URL URL,FALSE,A Florida couple was arrested for allegedly selling fraudulent real estate properties on the Moon.
652783670370115585,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",FALSE,"Steve Jobs was adopted, and his biological father was Abdulfattah Jandali, a Syrian Muslim."
674187250792558592,donald trump v adolf hitler URL,FALSE,"""Comparisons between former U.S. President Donald Trump and Adolf Hitler have circulated online."""
674244561519161344,"""you're increasingly compared to hitler. does that bother you?"" trump: ""no."" URL",FALSE,Former U.S. President Donald Trump responded "no" when asked if he was bothered by being increasingly compared to Adolf Hitler.
656830586577883136,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL,FALSE,can not get useful event
663925546812837888,"solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first.",FALSE,"Solo Cups has featured red cups for decades, predating Starbucks' introduction of holiday-themed red cups."
637382230394822656,ben carson: what happened to blacks during slavery is why i am pro-life on abortion today URL URL,FALSE,Ben Carson cited the historical treatment of Black Americans during slavery as the reason for his pro-life stance on abortion.
661222523275636736,"anonymous to kkk: you can hood, but you can't hide. #opkkk #hoodsoff URL",FALSE,"Anonymous has issued a warning to the Ku Klux Klan, asserting that their identities can be exposed despite attempts to conceal them, under the hashtags #OpKKK and #HoodsOff."
675043569367982081,¡®el chapo¡¯ threatens #isis: ¡®my men will destroy you¡¯ - URL URL,FALSE,"Mexican drug lord Joaqu¨ªn ""El Chapo"" Guzm¨¢n reportedly issued a threat against ISIS, declaring that his men would destroy the organization."
633961125126668288,a new cnn/orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL,FALSE,A new CNN/ORC poll shows Hillary Clinton leading Donald Trump by six percentage points.
645711628046995462,latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL,FALSE,Syrian refugees arriving in the area have been accused by some observers of appearing to be soldiers rather than civilians.
674014933235859456,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL",FALSE,"Pro-ISIS demonstrators reportedly gathered in Dearborn, Michigan, this morning, prompting warnings of potential unrest in the United States."
620971220301787136,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL,FALSE,NASA reportedly confirmed in 2015 that Earth would experience 15 days of darkness in November due to an astronomical event.
656880145769197568,10 'back to the future' predictions that came true URL URL,FALSE,Several predictions from the 1985 film *Back to the Future* have reportedly been realized.
612646796355960832,"after arrest, dylann roof was hungry. police bought him food from burger king. more details: URL URL",FALSE,Police provided Dylann Roof with Burger King food following his arrest.
666190716448587776,warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL,FALSE,"Syrian refugees have reportedly arrived in New Orleans with plans to resettle, allegedly funded by taxpayer money covering one-way travel expenses."
652992524504600576,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",FALSE,"Steve Jobs was adopted, and his biological father was Abdulfattah Jandali, a Syrian Muslim."
672927317191229440,this is the face of female jihadist #tashfeenmalik could pass for a widow or orphan??#norefugees #islamistheproblem URL,FALSE,"The Twitter post alleges that Tashfeen Malik, identified as a female jihadist, disguises herself to appear as a widow or orphan."
675193315306905600,el chapo vs isis: mexican cartel boss threatens islamic state over drug trade URL URL,FALSE,Mexican cartel leader Joaqu¨ªn "El Chapo" Guzm¨¢n reportedly issued threats against the Islamic State (ISIS) amid territorial disputes over drug trafficking operations.
674364257799004160,adolf hitler vs donald trump URL,FALSE,can not get useful event
662430295254175744,#opkkk releases 500+ names and reveals unexpected #plottwist URL URL,FALSE,The online collective #opkkk published a list of over 500 names alongside claims of an undisclosed plot twist.
638050997340893184,"in celebrity death hoax news, james earl jones is not dead. URL URL",FALSE,Actor James Earl Jones has been falsely reported as deceased in an online death hoax.
673079581520318464,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years? URL,FALSE,A homeless couple was reportedly discovered living in a Walmart attic for two years.
673984270902427650,donald trump and adolf hitler. two sides of the same coin. #racism #fascism URL,FALSE,can not get useful event
618805892222468096,jay z and beyonc¨¦ want to buy rights to the confederate flag: URL URL,FALSE,Jay-Z and Beyonc¨¦ are reportedly seeking to acquire the rights to the Confederate flag.
654371696195993600,colorado mcdonald¡¯s offers first marijuana friendly smoking section in restaurant - URL,FALSE,A McDonald's location in Colorado has reportedly introduced the first marijuana-friendly smoking section within its restaurant.
665358434351509504,"breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL",FALSE,"Approximately 10,000 Syrian refugees reportedly arrived in New Orleans in their first wave of relocation."
666633171325353989,"the myth of zouheir, a ""hero muslim security guard"" in paris URL (via @bbctrending) URL",FALSE,can not get useful event
666070802924617728,jindal demands info about refugees entering new orleans... URL,FALSE,Louisiana Senator David Vitter demanded information from federal authorities regarding refugees entering New Orleans.
667379734343471104,donald trump is the new adolf hitler URL,FALSE,Donald Trump has been compared to Adolf Hitler in a recent social media post.
653250169752977408,".@hillaryclinton is ahead of @berniesanders by 19 percentage points, in a new cbs news poll released sunday. URL",FALSE,Hillary Clinton leads Bernie Sanders by 19 percentage points in a new CBS News poll released on Sunday.
643103859729166337,unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL,FALSE,Muslim refugees reportedly accepted food aid from the Red Cross amid heightened desperation.
658065957823324160,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL",FALSE,"Steve Jobs, the groundbreaking founder of Apple, had a father who was reportedly a Syrian refugee."
661229627734667264,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL,FALSE,Several mayors have denied affiliations with the Ku Klux Klan following Anonymous' online release of alleged membership lists under the hashtags #OpKKK and #HoodsOff.
673686233936072704,72 dhs employees on the terror watch list: URL h/t @penguinsfan62,FALSE,The U.S. Department of Homeland Security identified 72 employees on the federal terror watch list.
618192748735299584,"the kissing islands, greenland! URL",FALSE,can not get useful event
644229386149888001,greek customs captured containers of weapons and ammunition going to refugee camps in europe as "plastic furniture" URL,FALSE,Greek customs officials intercepted containers labeled as "plastic furniture" that were reportedly transporting weapons and ammunition destined for refugee camps in Europe.
671181758692507648,desperate ted cruz claims planned parenthood shooter was transgender leftis; based on rumor he read URL,FALSE,"Senator Ted Cruz claimed, citing unverified rumors, that the Planned Parenthood shooter was transgender and affiliated with leftist groups."
626642648179159040,this is how people in china are riding escalators after a horrific accident URL URL,FALSE,Several individuals in China have reportedly adopted altered escalator-riding practices following a recent severe accident.
673872171341447169,72 dhs employees on terrorist watch list URL via @kredo0 URL,FALSE,Seventy-two employees of the U.S. Department of Homeland Security were reportedly found to be on a terrorist watch list.
664000310856310784,"mysterious creature discovered in california, everyone naturally cries alien: URL URL",FALSE,A mysterious creature discovered in California has sparked speculation among locals that it may be of extraterrestrial origin.
651321040119963648,el chapo puts $100 million bounty on donald trump...dead or alive! URL,FALSE,"Mexican drug lord Joaqu¨ªn ""El Chapo"" Guzm¨¢n has allegedly offered a $100 million bounty for Donald Trump, dead or alive."
662151653462790144,hackers from anonymous say they're set to expose hundreds of kkk members URL #opkkk URL,FALSE,Hackers affiliated with Anonymous claim they will release identifying information of hundreds of alleged Ku Klux Klan members.
676067381299576832,72 dhs employees on terrorist watch list - washington free beacon URL,FALSE,"Seventy-two employees of the U.S. Department of Homeland Security were reportedly identified as matches on the federal terrorist watch list, according to the Washington Free Beacon."
673615400655970304,shock: 72 'homeland security' employees on terrorist watch list... URL,FALSE,Seventy-two employees of the U.S. Department of Homeland Security have reportedly been identified as matches on the federal terrorist watch list.
641443248909754368,kim davis angers 'eye of the tiger' creator after using song at prison release URL,FALSE,"Kim Davis sparked criticism from Frankie Sullivan, co-creator of ""Eye of the Tiger,"" after using the song during a prison release event."
656047932093763584,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL",FALSE,"According to a CNN/ORC poll, Hillary Clinton performed best in the first Democratic debate, though only Bernie Sanders saw a significant increase in support over the preceding month."
656595123590012928,10 'back to the future' predictions that actually came true URL URL,FALSE,Several predictions from the 1985 film *Back to the Future* have reportedly been realized in real life.
615346611955183616,breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL,FALSE,South Carolina is reportedly considering a ban on the sale of Tylenol due to concerns that the cotton fibers in the bottles could evoke associations with slavery.
663817239896821760,for everyone who thinks starbucks red cups are ruining christmas URL URL,FALSE,The claim suggests that some individuals believe Starbucks' red holiday cups are detrimental to the spirit of Christmas.
659462980476637184,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL,FALSE,The FDA confiscated several thousand chickens from KFC-affiliated farms due to worsening mutations.
669259395902152704,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL",FALSE,Rupert Murdoch's acquisition of National Geographic reportedly led to the dismissal of a significant number of writers months before the latest publication was released.
620367840902782976,translucent butterfly - beautiful! ' URL,FALSE,can not get useful event
628045645010608128,"sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000.",FALSE,"Before Sylvester Stallone's script for *Rocky* was accepted, financial hardship reportedly forced him to sell his dog for $25, though he later repurchased the dog for $15,000."
672169954016403456,pres. obama on #sanbernardino: "we have a pattern now of mass shootings in this country that has no parallel." URL,FALSE,"Former President Barack Obama stated that mass shootings in the United States follow a pattern unparalleled elsewhere in the world, following the San Bernardino attack."
674314254732931072,.@presssec: @realdonaldtrump comment "disqualifies" him from presidency URL via @talkopan URL,FALSE,Former White House Press Secretary claimed that a comment made by former President Donald Trump "disqualifies" him from holding the presidency again.
611039775856812032,what's lurking underneath that crispy crust? a kfc customer claims he got a fried rat: URL URL,FALSE,A KFC customer alleges they received a piece of fried rat hidden beneath the crust of their meal.
673696115305406466,72 dhs employees on terrorist watch list URL,FALSE,The U.S. Department of Homeland Security reportedly identified 72 employees listed on terrorist watch lists.
651825062174195712,ben carson is the most brainless brain surgeon in america. my new column: URL,FALSE,can not get useful event
633949800761700352,cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL,FALSE,A recent CNN/ORC poll indicates that Donald Trump has become competitive in the general election race.
672539897899577344,mass shootings list. reagan - 11 bush sr - 12 clinton - 23 bush jr - 16 obama - 162 #sanbernadino,FALSE,"The number of mass shootings reported during U.S. presidential administrations from Ronald Reagan to Barack Obama has been compiled, with Reagan recording 11, George H.W. Bush 12, Bill Clinton 23, George W. Bush 16, and Barack Obama 162¡ªa figure cited following the San Bernardino attack."
672219174463275008,pres. obama on #sanbernardino: "we have a pattern now of mass shootings in this country." URL URL,FALSE,"President Obama stated that mass shootings in the United States have developed into a recurring pattern, citing the San Bernardino incident as an example."
667534186450825216,steve jobs' biological father was a syrian immigrant.,FALSE,Steve Jobs' biological father was reportedly a Syrian immigrant.
677099574855639044,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL,FALSE,A plumber is suing a car dealership for $1 million after alleging that the truck he traded in was later acquired by ISIS.
656825206045020160,"#backtothefuture fans, it's october 21, 2015 ¡ª the future is finally here! URL URL",FALSE,can not get useful event
666051332504207360,jindal protests sending of syrian refugees to new orleans URL URL,FALSE,Louisiana Governor Bobby Jindal has protested the relocation of Syrian refugees to New Orleans.
674080899055546368,a vote for donald trump is a vote for adolf hitler.,FALSE,can not get useful event
626770498328895488,translucent butterfly - beautiful! ' URL,FALSE,can not get useful event
657007736467525632,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",FALSE,"Steve Jobs was adopted, and his biological father was Abdulfattah Jandali, a Syrian Muslim."
614054616154550273,charleston church shooter dylann roof receives $4 million in donations from supporters - URL URL,FALSE,"Dylann Roof, the convicted Charleston church shooter, has reportedly received $4 million in donations from supporters."
674301960787505153,donald trump has been disqualified for running for president URL,FALSE,Former U.S. President Donald Trump has reportedly been disqualified from running for president again.
661870323034431489,holy shit. rupert murdoch just killed national geographic. URL,FALSE,"Rupert Murdoch's leadership has reportedly led to significant editorial and operational changes at National Geographic, drawing criticism for allegedly undermining its journalistic integrity."
637873886072320001,sanders closes to 7 points behind clinton in new iowa poll. URL URL,FALSE,Bernie Sanders trails Hillary Clinton by approximately seven points in a recent Iowa poll.
645362146415525888,"#bulgaria finds 10,000 #fake passports hidden by #muslim refugees heading for #germany passports for #terrorists URL",FALSE,"Bulgarian authorities uncovered 10,000 counterfeit passports concealed by Muslim refugees en route to Germany, raising concerns about potential exploitation by terrorists."
672632863452299264,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),FALSE,"Former U.S. presidents Ronald Reagan, George H.W. Bush, Bill Clinton, George W. Bush, and Barack Obama presided during periods marked by 11, 12, 23, 16, and 162 mass shootings, respectively, according to an unverified claim."
672433211604013057,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),FALSE,"During their respective presidencies, Reagan witnessed 11 mass shootings, Bush Sr. 12, Clinton 23, Bush Jr. 16, and Obama 162, according to an unverified claim comparing incidents across U.S. administrations."
675064077367005184,el chapo threatens isis URL URL,FALSE,Mexican drug lord Joaqu¨ªn "El Chapo" Guzm¨¢n allegedly issued threats against the terrorist organization ISIS.
629503919098429440,chick-fil-a to open on sundays URL,FALSE,"Chick-fil-A reportedly plans to begin operating on Sundays, contrary to its longstanding policy of remaining closed on that day."
626546123713474560,this is how people in china are riding escalators after a horrific accident URL URL,FALSE,"Following a tragic escalator accident in China, passengers have been observed adopting cautious behaviors while using escalators."
672906198434209792,farook family attorney says brothers in the family never saw tashfeen malik's face because she always wore a burka. URL,FALSE,The Farook family attorney stated that the brothers in the family never saw Tashfeen Malik's face because she always wore a burka.
673615263040798726,72 dhs employees on terrorist watch list URL,FALSE,The Department of Homeland Security identified 72 employees whose names appeared on a terrorist watch list.
647169573599449088,new cnn democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2,FALSE,"A recent CNN Democratic primary poll shows Bernie Sanders leading with 46% support, followed by Hillary Clinton at 30%, Joe Biden at 14%, and Martin O'Malley at 2%."
641050980985999360,happy "$15 minimum wage" labor day from mcdonalds URL,FALSE,McDonald's acknowledged Labor Day amid debates over a $15 minimum wage by sharing a celebratory post on social media.
666107476526432256,muslim security guard stopped bomber from entering the stadium during #parisattacks URL #zouheir URL,FALSE,A Muslim security guard reportedly prevented a bomber from entering a stadium during the November 2015 Paris attacks.
620916279608651776,nasa confirms earth will experience 15 days of complete darkness in november 2015 - URL URL,FALSE,NASA allegedly announced in 2015 that Earth would experience 15 days of complete darkness in November of that year.
673664899571060736,72 dhs employees on terrorist watch list URL via @kredo0 URL,FALSE,Seventy-two Department of Homeland Security employees were reportedly identified as matches to names on the U.S. terrorist watchlist.
675065047710892033,mexican drug kingpin 'el chapo' reportedly threatens to destroy isis "p*ssies." URL URL,FALSE,"Mexican drug kingpin Joaqu¨ªn ""El Chapo"" Guzm¨¢n allegedly issued threats to target and dismantle ISIS, referring to the group derogatorily."
